Cancelled?;streamid;token;cancelable;recipient;sender;starttime;endtime;duration;deposit
YES;1793;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x806202c45c2b8561a028acee54cdca73f1f65628;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993643;1757545643;15552000;500
YES;1792;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xf7b5f4c0eb1e2b1abf74a19d170256c589b8e4ae;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993643;1757545643;15552000;500
YES;1791;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x526ec5b7ebdbd44c46d12a7db055e9ce3782ae7f;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993643;1757545643;15552000;500
YES;1790;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x0e7ce7d4fdc80911ea84a8262782d099c55cd988;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1789;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x8ef5106b80ec0ca316f843904c0a28c6e71392fd;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1788;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x405b76900563c3ae61ac14c24f1b633a6939afa3;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1787;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x44948d52994abbce659003f893f7148db2a70cf4;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1786;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x5fa1119b797092a78009a1ffd6410c0cfc903b92;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1785;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x00a408ef58d959005c9b94f0277b15864e7795ec;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1784;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x8fb96cec1e56a6dac2029428d21267221351decc;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1783;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x39b83f41d4b598a7d701e485199c22460ef66643;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1782;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x076251925295b42679cdb45e375cc8660c32bd2c;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1781;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x4b131cab52d3b2fba74c3763c0a41aaa75e6a75f;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1780;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xb7e9aec6846dd55318790c9cc4096ba097590faa;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1779;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xb1eaa5b51069c5d65bc53721f8c7cdf39268e953;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1778;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xe1a186eacc22a27d520e3c1ff99704302da31002;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1777;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x95a97387fa53052c38d66759167d07cb3861a1ec;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1776;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x0ed8d70549fd1e192f6de5fdb4aff5c99c135afa;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1775;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xcac3e2416f507e3ccbf8af99d57f393ffbc031b0;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1774;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xba18065dfc1e4a564501e93bb9bc3f9721c52664;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1773;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x657d5015edeea8c33dd6a5b253af2b5f2d1c097c;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1772;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xdf55fa6238eb00e5cdba7043ff05f860eb3d1bb2;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1771;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x9aaf642e4a514d42e4056a8b49ae9be728a632a1;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1770;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xcdeb69d9d84d8118b99ff2a029a864eb886fff5f;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1769;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xdede5cfc93862a6e681e588fe902038c46b7ed9e;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1768;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x8b0beee4cf058af6220d2910c3287fd97849cf0d;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1767;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x13713fbe7bee576ab20a7b036a3cb5e0a788aed5;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1766;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x75260a27ff7e9646d211ebc25a9afe86cfa931ee;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1765;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xc32af6828df28bb1367476d588a41450ba72b247;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1764;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x747d10da851cea18d7f2eb7e7cf7c64f95c7a00b;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1763;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x8de4d6d770365dfdfca11640728d29295e22819b;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1762;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x4db5021c2feead8f816a5a3032dcfac6c6dc5865;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1761;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xdcc5fd4b53d20cd2e80e015aeaea1fae8c2cc9f6;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1760;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xa506ffb57842d6418f989af47e7c34b22f27cb19;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1759;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x479e51ad289ea366dcab8d4eedee98d186f8d6e3;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1758;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xf514b5618e8ee4cbd61c2c0e830c05181b5dfb82;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1757;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x62cfa83fb3f6dd2258cc6162e4a79b700a41e27d;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1756;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x7ce79bc936e401446f22c1f1edd20073f12ad08f;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1755;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x2763aa40a574fea104956bfb7a5135abe036d70b;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1754;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x3ae274ba5feee8068c502d3728ec49e206871475;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1753;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x6bc29a218bb0a0546b80d96c459776150015e6a0;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1752;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xa20463a317552da859b3931bd205f8d332b63158;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1751;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xbded7777dca06e1ba0be9997291079adf3e54cea;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1750;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x632891cc43a2713296709cdfd8b677c78d05e491;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1749;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x96119af5a79e8d26d6262359823a06e15b2a002a;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1748;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xb998212c62244243e4e1216415db4306cd9efd4a;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1747;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x3002ef61e4eb4035472504b8dc9392eb2f4d1a99;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1746;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x209d29667011ea101788ba58d99625e63e65f135;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1745;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x180be4444ee1de8798ab373c22eba07969a4b540;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1744;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x750c861bc3e7935426ac4a569fa67d8e80db1fea;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1743;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xe4b06bdcf5daabdb1dbe7b566a3c56c8af7f9fb6;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1742;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xcb813f8bd82d7c22d81769d6dd1ccca23923ad8f;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1741;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x3beb58effb26f8041d3a385bec8e8fe5b088caf7;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1740;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xef58d5f13408418c6cfe23825884516767572bac;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1739;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xeab504ba58520a6630cb30e06689390c4088e000;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1738;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x33a68c6eaf5b7c3fb39ae823d6ffa2500db13f0d;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1737;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xf3ba4d94f4f94bc47480a55dd03e88d5e253c401;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1736;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xf29bfe4cad0687883e75cf0bfa9c5db40cf0c0a1;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1735;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x5df2c8bd533753b9b9146916a921fa822a329c6c;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1734;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x6b81fb47c9cb1d8c87e9ca251f3d003b8b9b63fa;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1733;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x178def9e45f3ecc0a7939deeaf4349766d1808a3;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1732;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x6e8f829bf7eb922d112bddf332eebf3847840e7d;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993487;1757545487;15552000;500
YES;1731;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xc07aeca9dea434c38d064080bae8d2eac3d975d9;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1730;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xa2408a3a555ddd5925a1b7848fea514bf97a5855;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1729;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xbce6a64e06d02d6825a9656767d735f5a0ff5199;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1728;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x04461cdd5d49d19efa1a2c6dacb52edf65839e70;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1727;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x1c25c40bd3aa69f4f271967aff1440038af2eb4d;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1726;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x41a74e923dde828886602e845e7c8f8f65e61d09;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1725;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xe4c2f05703abea1e9bbe8bcc344a1f45ffa8a155;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1724;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xe5f922324239cd5c5f31f3a49c4b02acd167b680;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1723;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x65f62d6fa228e23ae63d7d58fc0418ffdd2000fe;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1722;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x5165a5fd00376c7f99db6395c7606d00ade7b9d6;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1721;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xbd6c8cfcc8115bd68ea5f665ce0f9ec6d245d291;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1720;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x62092f00adf6cbfbef70eea1716fa74a78823e8c;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1719;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x68f5e84db24a67b3d473bc166e3ec3a6609301d9;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1718;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xb32a4cda4f61bbe8749d9eb430a91749381a93fd;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1717;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x91255fc60c68cfc9bcd0bc3b8003cd0c04e7c65c;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1716;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xd55daaddad0d628442d985ca0be35402756cc3e3;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1715;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xbfc00e5d12e3180a6c47f6ec70d1ff141e27a2e1;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1714;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xeddc0e5154b3bdc06dcbe55064d367b7c5b51b52;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1713;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x84876a2dcf3955cad6aff9bdf595d9eec88bbdd6;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1712;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xdf2e640a3be5d646da3591d9b865932103abe87e;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1711;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xc93fe4d6634b800fc7ea5633f1b7419b3fd2f318;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1710;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x6f957b16c404ec8ac80df1b03392644b99ec3c19;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1709;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xee6eb274dfa0c6285ae04bff9c67cffe260ca609;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1708;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x6746386fcaa6d6d3c7f71085dd09bb11ec410a6e;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1707;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xd6adf6d4983b8ae1278bae7bcfbba4e27584b4f2;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1706;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x62eed858af7590fbcae803d208c53ddbb0d1309c;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1705;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x870371b3c57258753f8b9eb29f896cd76435efc9;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1704;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x16c6f3c71fb278303e4ce3ff4a2564bbadcf5ff9;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1703;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xbd471b0d517dc0162a4b0cb62f61b0d31bd2ab94;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1702;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xfdd61f35e57de1d9553fa7fb2a726b279e915fc0;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1701;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xbdeb4eb57cc83a6e9a25880a79476bc839f0abdf;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1700;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x20da700ea03e9fe8bf3409d6f66105184aefb2fc;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1699;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x0f77ac1e138adac9782b12546585e1df017bf68d;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1698;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x4632d286ce40e5822fdd7f7dd870b687f336559e;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1697;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x8ef25b06fa8d7bc576ca8914b42f2200d7a29a9b;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1696;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xac135c259228778b53d135ab922580c2b3aba3dd;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1695;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xf27f8c9d8078b04376096606b725ef3b45ad226d;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1694;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xdfb46de363b6e7cde90505aaa32301b862c46c56;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1693;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xbcc8a018275c82ff7b60e26722bd38b0134a5585;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1692;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xad193e0dcf7be68125305da8b7e9c93ebcfe6bbd;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1691;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x1b07c03cb9657729e76cef5b73ba495b93a641d9;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1690;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xecfd8c85a2bc156aef74c239b917fd9583d189bb;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1689;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x1909edfbdad3fd778bd61f2674b95818045fb25c;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1688;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xf1d0c9676b0a96c12e9ef72acb9f3d0b84fe6b03;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1687;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x5174899fe1f0fd2fc1e759764df34b680fc6a630;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1686;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xb23bf4de44f3ba081e2797b7dc5c8c75de13fd29;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1685;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x083a211c142f6fab683f3b1ff27f25d91c7313d6;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1684;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x1251c385aeedf5b5936eb38c6c066befa5401357;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1683;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x662e8337b5e8b1e1766dfbf0d8190ef8683498dc;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1682;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x05361a62e0d117ac498333d1d0ccce674787fb44;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1681;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0xb51a5e0fa7338ac0446f0871a9be3033ed7696dc;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
YES;1680;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;TRUE;0x7b820fc3bf9fdc3ef058f503340520e8f1414580;0xbc6eb6f7716fb7ffea19cc4d41d55f37b07b54b2;1741993223;1757545223;15552000;500
